longitude,latitude,state,BII_All_Plants,BII_Trees,BII_Forbs,BII_Graminoids,Land_Use_Intensity,bio12_precip,elevation,slope
8.84391397215669,9.993757535829678,Plateau,0.44720364,0.30599594,0.5544142,0.5097553,0.16498423,1292.4822192488407,1176,0.74818385
7.640171491436531,7.568306268706969,Kogi,0.49403816,0.38982442,0.60163623,0.6403047,0.066240236,1331.3786484754712,354,2.2173455
8.610351998285614,7.442542128930236,Benue,0.43893284,0.3213926,0.5830599,0.4471509,0.023208786,1247.4771363511682,191,0.6824347
7.271862224947527,8.888829736362666,Abuja,0.35796326,0.25281358,0.48026884,0.37698793,0.33319977,1265.4764109833357,304,0.58771974
5.0620066260135035,9.302054767057646,Niger,0.41014907,0.293764,0.54229206,0.4410614,0.020643992,1060.8734813645822,156,0.97084796
7.6671209499601165,9.014593876139399,Nassarawa,0.40649596,0.2908974,0.5379503,0.43657613,0.04253029,1328.584345766483,400,0.56753814
5.026074014648723,10.254268968224338,Niger,0.47696236,0.32856315,0.58578783,0.55775964,0.020302383,1151.0900816011333,286,0.7565848
5.232686529996213,10.110538522765214,Niger,0.47791505,0.32928565,0.58679223,0.5592965,0.015670462,1160.636634451189,250,0.33942416
7.361693753359479,8.996627570457008,Abuja,0.35365474,0.24943265,0.4751481,0.37169796,0.35910952,1304.6609030835339,398,0.9086925
7.361693753359479,9.014593876139399,Abuja,0.3579258,0.2527842,0.4802243,0.37694195,0.3335209,1312.531417634034,391,0.94858825
5.403366433978922,8.86188027783908,Kwara,0.48052487,0.3582223,0.62137955,0.49234998,0.037527747,1035.5019697894882,85,1.2011352
7.792885089736849,7.146098085170794,Benue,0.40007955,0.28586242,0.5303244,0.42869812,0.08097176,1350.5673973004925,203,1.191055
7.3796600590418695,9.27510530853406,Abuja,0.37784028,0.26841116,0.5038928,0.40139282,0.21003942,1393.668541970851,562,0.12378539
9.25713900285167,6.948468722664499,Benue,0.40489036,0.28963748,0.53604203,0.4346048,0.05214956,1750.6817783623594,219,0.74051005
7.658137797118921,9.005610723298203,Nassarawa,0.40754542,0.2917209,0.53919756,0.43786466,0.036242846,1328.584345766483,379,0.9120999
9.077475946027764,6.7867719715229855,Benue,0.39785898,0.28411993,0.5276852,0.4259717,0.09427561,1737.0201880250295,159,0.48337653
7.17304754369438,9.014593876139399,Abuja,0.35798648,0.2528318,0.48029643,0.37701645,0.33315742,1267.3195386253703,273,0.68893796
7.155081238011989,7.505424198818602,Kogi,0.40804234,0.29211086,0.5397882,0.43847477,0.033265658,1269.4133917721708,358,0.76256025
8.574419386920834,7.694070408483702,Benue,0.39477482,0.28169978,0.52401966,0.42218497,0.11275325,1191.871766520963,96,0.48054397
7.19101384937677,9.12239171023374,Abuja,0.6192349,0.52330655,0.7157271,0.7402537,0.23244709,1302.616203007881,470,2.2627614
7.43355897608904,8.86188027783908,Abuja,0.35797945,0.25282627,0.4802881,0.3770078,0.33305803,1287.3609338034412,425,2.3265224
7.199997002217965,9.176290627280913,Niger,0.38021886,0.27027765,0.50671977,0.40431324,0.1996565,1281.7938070776959,445,0.4915877
8.798998207950714,9.841043937529358,Plateau,0.41588402,0.28224498,0.5213949,0.459233,0.3172551,1275.2491790629037,1201,0.97239226
8.86188027783908,10.002740688670873,Plateau,0.42255497,0.28730384,0.5284279,0.46999404,0.28482196,1258.657192163323,1128,1.4429897
6.445412163557567,9.48171782388155,Niger,0.40862122,0.2925651,0.5404762,0.43918556,0.032738995,1091.6812414956194,218,0.35273522
6.032187132862587,9.095442251710155,Niger,0.41070083,0.294197,0.5429478,0.44173884,0.017338278,1124.9765550809627,106,0.72529083
7.3976263647242595,8.978661264774617,Abuja,0.35796875,0.25281787,0.48027536,0.37699467,0.33326367,1304.6609030835339,424,0.99758136
8.798998207950714,9.72426295059382,Plateau,0.43852484,0.29941443,0.5452644,0.49575537,0.20717913,1315.493917433885,1281,0.8841852
5.834557770356293,8.268992190320196,Kogi,0.40656745,0.29095352,0.53803533,0.43666393,0.04210182,1260.5936531553214,344,3.3212852
7.451525281771431,9.077475946027764,Abuja,0.3553452,0.25075918,0.47715724,0.3737735,0.35138887,1333.9658161119767,465,1.0569333
4.801495193618843,9.302054767057646,Niger,0.4609109,0.34085414,0.60330874,0.47103497,0.023908624,1087.0804245021534,144,1.3740464
4.549966914065377,8.511537317032467,Kwara,0.24780674,0.16637324,0.34934694,0.2417383,0.99701023,1158.4092721492052,288,0.7468323
5.31353490556697,9.571549352293502,Niger,0.40418768,0.29062578,0.55104846,0.40939245,0.018149499,1104.508416697966,195,0.38134593
6.463378469239958,9.526633588087526,Niger,0.47624356,0.3544312,0.6174351,0.4876974,0.03167496,1095.2936777729192,224,0.39321476
3.2024939878860943,9.221206391486888,Kwara,0.47878522,0.32994553,0.58770967,0.5607002,0.011439894,1030.1167711056942,399,0.8199538
